training	image REDACTED role performance truly	14	image_1	role_1	Empty	could_AUX	not_PART	image_NOUN	in_ADP	a_DET	serious_ADJ	role_NOUN
training	liked scene REDACTEDs mother phone discussion contract musicians Spanish people	7	scene_1	mother_1	Empty	Empty	Empty	Empty	Empty	Empty	Empty	Empty
training	lead actor REDACTED uncomfortable embarrassed role realized bad writing	13	actor_1	role_1	Empty	Empty	lead_ADJ	actor_NOUN	seemed_VERB	so_ADV	uncomfortable_ADJ	almost_ADV
training	bought ok title Grey Matter novelty seeing REDACTED non DukesOfHazzard role intrigued reviewers warned pretty boring tale secret government experiment gone awry	15	title_1	novelty_1	The_DET	novelty_NOUN	of_ADP	seeing_VERB	in_ADP	a_DET	non_ADJ	DukesOfHazzard_ADJ
training	officially worse movie hateful series won movie contest college waste money free REDACTED stars truly awful singer trying find murderers	10	movie_2	series_1	if_SCONJ	it_PRON	was_AUX	free_ADJ	stars_NOUN	as_ADP	a_DET	truly_ADV
training	movie literally minutes plot stretched redeeming quality REDACTED father s nearly save stinker	14	movie_1	minutes_1	only_ADJ	redeeming_VERB	quality_NOUN	is_AUX	as_ADP	the_DET	father_NOUN	but_CCONJ
training	REDACTED half descent actor disappears flood laughable pronunciations unbelievable reactions leaves horrified actually spent time money like	11	descent_1	actor_1	Empty	Empty	Empty	Empty	is_AUX	the_DET	only_ADJ	half_ADJ
training	DVD box says REDACTED co stars movie appear thirds movie minor role consider supporting role	10	movie_2	role_2	the_DET	DVD_PROPN	box_NOUN	says_VERB	co_NOUN	stars_NOUN	in_ADP	this_DET
training	think REDACTED twins getting older try plot predictable like runs House plan seeing film Watch	5	twins_1	plot_1	think_VERB	now_ADV	that_SCONJ	the_DET	twins_NOUN	are_AUX	getting_VERB	older_ADJ
training	REDACTED fails Visitor Q Extremism mild choose adventure	5	choose_1	adventure_1	Empty	Empty	is_AUX	where_SCONJ	fails_VERB	in_ADP	Visitor_PROPN	Q_PROPN
training	d better choose REDACTED watched	16	d_1	better_1	Empty	d_NOUN	better_ADV	choose_VERB	even_ADV	if_SCONJ	you_PRON	have_AUX
training	poor effort offers pretty hardcore fan REDACTED tries save poor structure dialogue direction talent leading man	13	effort_1	fan_1	a_DET	hardcore_ADJ	fan_NOUN	of_ADP	who_PRON	tries_VERB	but_CCONJ	can_AUX
training	positive thing movie opinion REDACTED looks nice movie	17	movie_2	thing_1	in_ADP	my_PRON	opinion_NOUN	is_AUX	she_PRON	looks_VERB	nice_ADJ	in_ADP
training	alien creature unreal fight scenes mild compared school yard fight worse guy named REDACTED uncontrollable loose filthy tongue distracts attention main film	4	fight_2	creature_1	worse_ADJ	the_DET	guy_NOUN	named_VERB	had_VERB	an_DET	uncontrollable_ADJ	loose_ADJ
training	Phew film good bunch stoned viewers acting reminded REDACTED early offerings want insult Waters ability director storyteller	12	film_1	bunch_1	acting_NOUN	reminded_VERB	me_PRON	of_ADP	early_ADJ	offerings_NOUN	Perhaps_ADV	I_PRON
training	think ve seen REDACTED movies generally poor Rainmaker bad unbelievable WARNING SPOILERISH	7	movies_1	WARNING_1	seen_VERB	all_PRON	of_ADP	the_DET	movies_NOUN	now_ADV	and_CCONJ	generally_ADV
training	Belmondo tough cop goes big time drug dealer played REDACTED normally great villain Sharkys Machine clearly dubbed lacks usual charisma	11	cop_1	time_1	drug_NOUN	dealer_NOUN	played_VERB	by_ADP	normally_ADV	a_DET	great_ADJ	villain_NOUN
training	effort try hype broadcast decided post actual photos REDACTED body teasers night saying Pictures case seen photos graphic	17	photos_2	effort_1	post_VERB	actual_ADJ	photos_NOUN	of_ADP	body_NOUN	in_ADP	their_PRON	teasers_NOUN
training	REDACTED continually violently hatefully screaming B ch women like screaming N ger	13	B_1	ch_1	Empty	Empty	Empty	Empty	continually_ADV	violently_ADV	hatefully_ADV	screaming_VERB
training	funny moments REDACTED fun watch lead role ending ruined cute movie insultingly bad messages ultra liberals film world like happen	14	moments_1	watch_1	ARE_VERB	funny_ADJ	moments_NOUN	and_CCONJ	is_AUX	fun_ADJ	to_PART	watch_VERB
training	total waste money production poor special effects terrible country courage film video named Mummy success REDACTED film m sure find better horror movies	16	film_2	waste_1	of_ADP	the_DET	success_NOUN	of_ADP	film_NOUN	I_PRON	m_VERB	sure_ADJ
training	REDACTED example terribly shallow obviously thrown entertainment	12	example_1	entertainment_1	Empty	Empty	Empty	Empty	for_ADP	example_NOUN	but_CCONJ	they_PRON
training	rate simply brief moments promise finish leaves completely flat REDACTED good job expected role little work	13	rate_1	moments_1	leaves_VERB	you_PRON	completely_ADV	flat_ADJ	did_VERB	as_ADV	good_ADJ	a_DET
validation	thing kind PLAYMOBIL castle final sequence kind REDACTEDs Adventures Wonderland	5	thing_1	castle_1	Empty	Empty	Empty	Empty	Empty	Empty	Empty	Empty
validation	film REDACTED worth watching better skip watched television plunk cash Lucky	12	film_1	television_1	Empty	a_DET	film_NOUN	with_ADP	is_AUX	always_ADV	worth_ADJ	watching_VERB
validation	waste movie decent writing particular crap main characters shallow uninteresting REDACTED good	11	waste_1	movie_1	rather_ADV	shallow_ADJ	and_CCONJ	uninteresting_ADJ	was_AUX	good_ADJ	Empty	Empty
validation	shouted film good surprise film dire REDACTED plays guy buys family Christmas	11	surprise_1	film_1	the_DET	film_NOUN	was_AUX	dire_ADJ	plays_VERB	a_DET	guy_NOUN	who_PRON
validation	  sorry vote s deserve think REDACTED come better end maybe time	13	vote_1	s_1	i_PRON	would_AUX	think_VERB	that_SCONJ	could_AUX	come_VERB	up_ADP	with_ADP
validation	release REDACTED genre defining Night Living Dead zombies relatively behaved creatures	15	genre_1	zombies_1	Empty	the_DET	release_NOUN	of_ADP	genre_NOUN	defining_VERB	Night_PROPN	of_ADP
validation	Cheetor Seriously need censor bars guy come dose creep viewers having voice baby REDACTED	3	censor_1	bars_1	same_ADJ	voice_NOUN	as_SCONJ	baby_NOUN	Empty	Empty	Empty	Empty
validation	Actually bad cracked laughing bad future Miss REDACTED movies suggest sticks television future	6	future_2	movies_1	no_DET	future_NOUN	for_SCONJ	Miss_PROPN	in_ADP	the_DET	movies_NOUN	and_CCONJ
validation	pen REDACTED Manchurian Candidate comes muddled tale political intrigue assassination	14	pen_1	intrigue_1	Empty	the_DET	pen_NOUN	of_ADP	The_DET	Manchurian_ADJ	Candidate_PROPN	comes_VERB
validation	wonderful REDACTED book incredibly awful movie big budget movies work low budget t v movie s times worse	9	movie_2	budget_2	Empty	Empty	Empty	wonderful_ADJ	book_NOUN	made_VERB	into_ADP	an_DET
validation	Foreign humor awful films REDACTED stick dramas	9	humor_1	films_1	awful_ADJ	in_ADP	films_NOUN	except_SCONJ	stick_VERB	with_ADP	doing_VERB	dramas_NOUN
validation	film features magnificent REDACTED measure usual standard walking paces	12	film_1	measure_1	film_NOUN	features_VERB	the_DET	magnificent_ADJ	even_ADV	he_PRON	does_AUX	not_PART
validation	agree story REDACTED unfilmable credible try story th century outrages original storys intent nature	8	story_2	try_1	though_SCONJ	this_DET	story_NOUN	by_ADP	just_ADV	might_AUX	be_AUX	unfilmable_ADJ
validation	REDACTED good comedy role night roxbury	12	comedy_1	role_1	Empty	Empty	Empty	Empty	will_AUX	never_ADV	get_VERB	a_DET
validation	surprised pretty decent movie REDACTED unique acting capabilities lack thereof perfect android actors terribly average terrible	16	movie_1	acting_1	a_DET	pretty_ADV	decent_ADJ	movie_NOUN	unique_ADJ	acting_NOUN	capabilities_NOUN	or_CCONJ
validation	found real shocking REDACTED love masterpiece reworked gory violent kinky sensual movie adaptation	21	love_1	masterpiece_1	at_ADP	first_ADV	to_PART	see_VERB	love_NOUN	masterpiece_NOUN	reworked_VERB	into_ADP
validation	question REDACTED true horror greats	13	horror_1	greats_1	there_PRON	any_DET	question_NOUN	that_PRON	is_AUX	one_NUM	of_ADP	the_DET
validation	best REDACTED	12	best_1	Empty_0	of_ADP	the_DET	best_ADJ	of_ADP	I_PRON	give_VERB	it_PRON	a_DET
validation	Oh REDACTED nice appearance comments	9	appearance_1	comments_1	Empty	Empty	Empty	and_CCONJ	nice_ADJ	to_PART	see_VERB	you_PRON
validation	time turned happened good believe scared REDACTED bit	6	time_1	bit_1	I_PRON	believe_VERB	it_PRON	scared_VERB	a_DET	bit_NOUN	Empty	Empty
validation	huge fan REDACTED knew movie	12	fan_1	movie_1	a_DET	huge_ADJ	fan_NOUN	of_ADP	and_CCONJ	I_PRON	just_ADV	knew_VERB
validation	movie great movie movie highly predictable greatest highlight movie course star character REDACTED	12	movie_4	highlight_1	is_AUX	the_DET	star_NOUN	character_NOUN	Empty	Empty	Empty	Empty
validation	want like movie REDACTED favourite actress like story	14	movie_1	actress_1	this_DET	movie_NOUN	very_ADV	much_ADV	is_AUX	my_PRON	favourite_ADJ	actress_NOUN
validation	time favorite movies great watch groups find great REDACTED fan wonderful job	12	time_1	movies_1	also_ADV	great_ADJ	for_ADP	any_DET	fan_NOUN	he_PRON	does_VERB	such_DET
validation	Thank high school art teacher REDACTED showing	9	school_1	art_1	high_ADJ	school_NOUN	art_NOUN	teacher_NOUN	for_ADP	showing_VERB	us_PRON	this_PRON
validation	Sally REDACTED hearts roles brought characters fell love story women	6	hearts_1	roles_1	Empty	Empty	Empty	and_CCONJ	really_ADV	put_VERB	their_PRON	hearts_NOUN
validation	REDACTED usual pleasure watch great job character	14	pleasure_1	job_1	Empty	Empty	Empty	Empty	as_ADP	usual_ADJ	was_AUX	a_DET
validation	REDACTED gives mesmerizing performance beginning end film Whistling Dark production number	13	performance_1	end_1	Empty	Empty	Empty	Empty	gives_VERB	a_DET	mesmerizing_ADJ	performance_NOUN
validation	  movie easily exceeded expectations fact written directed REDACTED led believe style films	11	movie_1	expectations_1	written_VERB	and_CCONJ	directed_VERB	by_ADP	led_VERB	me_PRON	to_PART	believe_VERB
validation	intelligent language usage REDACTED mus miss	3	language_1	usage_1	intelligent_ADJ	language_NOUN	usage_NOUN	of_ADP	which_PRON	you_PRON	mus_VERB	not_PART
testing	contains good work character actors REDACTED turns credible performance	14	work_1	character_1	character_NOUN	actors_NOUN	and_CCONJ	even_ADV	turns_VERB	in_ADP	a_DET	credible_ADJ
testing	wo bore synopsis chances know hopefully familiar REDACTEDs work	14	chances_1	work_1	Empty	Empty	Empty	Empty	Empty	Empty	Empty	Empty
testing	impressed film directed REDACTED	13	film_2	impressed_1	which_PRON	was_AUX	directed_VERB	by_ADP	Empty	Empty	Empty	Empty
testing	Starting REDACTED like scene Alcoholics Anonymous tBM careers mad spiral infidelity double standards clandestine affairs expect family lawyers	3	scene_1	tBM_1	a_DET	My_PRON	Name_NOUN	is_AUX	like_ADP	scene_NOUN	in_ADP	Alcoholics_PROPN
testing	saw night Fort Lauderdale general funny liked characters especially REDACTED	7	night_1	characters_1	liked_VERB	the_DET	characters_NOUN	especially_ADV	Empty	Empty	Empty	Empty
testing	recently pleasure meeting Mr REDACTED Sarasota Film Festival	5	pleasure_1	meeting_1	pleasure_NOUN	of_ADP	meeting_NOUN	Mr_PROPN	at_ADP	the_DET	Sarasota_PROPN	Film_PROPN
testing	Based REDACTED Book Second CinemaScope movie rich color beautiful music panoramic spectacle	14	movie_1	color_1	Empty	Empty	Empty	on_ADP	Book_PROPN	This_DET	Second_ADJ	CinemaScope_PROPN
testing	think REDACTED brilliant better film based drama	7	film_1	drama_1	Empty	Empty	still_ADV	think_VERB	is_AUX	brilliant_ADJ	and_CCONJ	much_ADV
testing	REDACTED Freak funniest man shows ve seen	16	man_2	 _1	Empty	Empty	Empty	Empty	Freak_PROPN	is_AUX	one_NUM	of_ADP
testing	Goof Factual error REDACTED walks room commit suicide takes gun silencer seconds hear loud bang gun fired	7	Goof_1	error_1	Empty	Factual_ADJ	error_NOUN	When_SCONJ	walks_VERB	out_ADP	of_ADP	the_DET
training	writer came pretty decent idea story flaws execution plot took away film nearly render unwatchable Basic elements character development glossed best Inconsistencies reared ugly heads massive mansion middle rural Irish countryside Characters showing gardens stormy night convenient times add bad rated based story talent REDACTED	14	story_2	writer_1	story_NOUN	and_CCONJ	talent_NOUN	of_ADP	Empty	Empty	Empty	Empty
training	Despite trappings style cinematic invention basically serial killer thriller following sort plotline favoured old favourites Silence Lambs team cops follows trail particularly nasty murders gets taken find late case person knows killer powerfully played REDACTED coma need psychologist Jennifer Lopez sci fi mind meld machine head force tell film gets new different enter st Century CGI update Dr s kaleidoscopic favourite trendy time tunnel kind Hellraiser y weird world scary crazy stuff going place ruled DOnofrio kind superking overlord twisted mental world inside comatose body	17	killer_2	world_2	himself_PRON	powerfully_ADV	played_VERB	by_ADP	is_AUX	in_ADP	a_DET	coma_NOUN
training	Despite trappings style cinematic invention basically serial killer thriller following sort plotline favoured old favourites Silence Lambs team cops follows trail particularly nasty murders gets taken find late case person knows killer powerfully played Vincent DOnofrio coma need psychologist REDACTED sci fi mind meld machine head force tell film gets new different enter st Century CGI update Dr s kaleidoscopic favourite trendy time tunnel kind Hellraiser y weird world scary crazy stuff going place ruled DOnofrio kind superking overlord twisted mental world inside comatose body	15	killer_2	world_2	and_CCONJ	we_PRON	need_VERB	psychologist_NOUN	sci_PROPN	fi_PROPN	mind_NOUN	meld_VERB
training	Despite trappings style cinematic invention basically serial killer thriller following sort plotline favoured old favourites Silence Lambs team cops follows trail particularly nasty murders gets taken find late case person knows killer powerfully played Vincent DOnofrio coma need psychologist Jennifer Lopez sci fi mind meld machine head force tell film gets new different enter st Century CGI update Dr s kaleidoscopic favourite trendy time tunnel kind Hellraiser y weird world scary crazy stuff going place ruled REDACTED kind superking overlord twisted mental world inside comatose body	9	killer_2	kind_2	place_NOUN	ruled_VERB	over_ADP	by_ADP	now_ADV	a_DET	kind_NOUN	of_ADP
training	seriously loved film started read book loved way set purpose think film Louis Sachar wrote screenplay course REDACTED directed Shia Lebouf gives great performance film storyline cool interesting s humor heart intensity similar book find film bit boring absolutely loved encourage read book film carefully crafted thumbs single way	12	film_5	book_3	screenplay_NOUN	and_CCONJ	of_ADP	course_NOUN	directed_VERB	it_PRON	Shia_PROPN	Lebouf_PROPN
training	seriously loved film started read book loved way set purpose think film Louis Sachar wrote screenplay course Andrew Davis directed REDACTED gives great performance film storyline cool interesting s humor heart intensity similar book find film bit boring absolutely loved encourage read book film carefully crafted thumbs single way	11	film_5	book_3	Andrew_PROPN	Davis_PROPN	directed_VERB	it_PRON	gives_VERB	a_DET	great_ADJ	performance_NOUN
training	Tracks supposed young teenagers years age tried adults placed adult jail REDACTED look old deprives film impact America reputation cruel juveniles possibility story lines film manage come sexual harassment scene couple fights compulsory stereotypes sort story boring boring boring David Goliath factor young fragile hero goes powerful brute villain missing completely young teenage actors successfully Salems Lot Dune problem producers learn	10	film_2	story_2	in_ADP	an_DET	adult_NOUN	jail_NOUN	just_ADV	does_AUX	not_PART	look_VERB
training	Excellent performance good actors great directing photography true Shakespear Shakespear fans Macbeth REDACTED moved tears final monolog brief candle gave sphere moral decay dark forces human face makes interesting Helen Baxendale credible lady Macbeth cheerfull times looks like naughty girl deadly taste blood evil love death decay Shakespears lyrics	13	decay_2	performance_1	all_DET	Shakespear_PROPN	fans_NOUN	Macbeth_PROPN	moved_VERB	me_PRON	to_ADP	tears_NOUN
training	Excellent performance good actors great directing photography true Shakespear Shakespear fans Macbeth Jason Connery moved tears final monolog brief candle gave sphere moral decay dark forces human face makes interesting REDACTED credible lady Macbeth cheerfull times looks like naughty girl deadly taste blood evil love death decay Shakespears lyrics	15	decay_2	performance_1	it_PRON	the_DET	more_ADV	interesting_ADJ	is_AUX	a_DET	very_ADV	credible_ADJ
training	enjoyed movies Sarah Plain Tall trilogy final definitely good ones excellent family film wonderful acting adult stars REDACTED Glenn Close Jack Palance storyline simple told sub par performance kids interesting kids grown movie initial Sarah best filmed beautiful cinematography movie best story genuinely tearful sentimental moments nice ending Highly recommended	18	kids_2	movie_2	the_DET	three_NUM	adult_NOUN	stars_NOUN	Glenn_PROPN	Close_PROPN	and_CCONJ	Jack_PROPN
training	enjoyed movies Sarah Plain Tall trilogy final definitely good ones excellent family film wonderful acting adult stars Christopher Walken REDACTED Jack Palance storyline simple told sub par performance kids interesting kids grown movie initial Sarah best filmed beautiful cinematography movie best story genuinely tearful sentimental moments nice ending Highly recommended	11	kids_2	movie_2	adult_NOUN	stars_NOUN	Christopher_PROPN	Walken_PROPN	and_CCONJ	Jack_PROPN	Palance_PROPN	The_DET
training	enjoyed movies Sarah Plain Tall trilogy final definitely good ones excellent family film wonderful acting adult stars Christopher Walken Glenn Close REDACTED storyline simple told sub par performance kids interesting kids grown movie initial Sarah best filmed beautiful cinematography movie best story genuinely tearful sentimental moments nice ending Highly recommended	12	kids_2	movie_2	Walken_PROPN	Glenn_PROPN	Close_PROPN	and_CCONJ	The_DET	storyline_NOUN	is_AUX	simple_ADJ
training	movie absolutely stupid wonderful time Airplane type movie silly jokes visual verbal star REDACTED slips fair John Wayne impersonation movie Marc Singer German Von Kraut fantastic terrific accent enjoy type movie find watch enjoy great	12	movie_4	type_2	and_CCONJ	verbal_ADJ	The_DET	star_NOUN	slips_VERB	into_ADP	a_DET	fair_ADJ
training	movie absolutely stupid wonderful time Airplane type movie silly jokes visual verbal star Gary Kroeger slips fair REDACTED impersonation movie Marc Singer German Von Kraut fantastic terrific accent enjoy type movie find watch enjoy great	10	movie_4	type_2	slips_VERB	into_ADP	a_DET	fair_ADJ	impersonation_NOUN	throughout_ADP	the_DET	movie_NOUN
training	movie absolutely stupid wonderful time Airplane type movie silly jokes visual verbal star Gary Kroeger slips fair John Wayne impersonation movie REDACTED German Von Kraut fantastic terrific accent enjoy type movie find watch enjoy great	11	movie_4	type_2	impersonation_NOUN	throughout_ADP	the_DET	movie_NOUN	as_SCONJ	the_DET	German_ADJ	Von_PROPN
training	okay bit disappointing expected laughs Considering storyline lead actor REDACTED lot funnier turned laugh Murray lost control semi speeding road weird angle appreciate supporting cast likable people look sampling names Matthew McConaughey Janeane Garofalo Linda Fiorentino Yecch McConaugheys role Tip Tucker downright annoying worst people movie charming moments overall recommended Disney flop	11	people_2	bit_1	and_CCONJ	the_DET	lead_ADJ	actor_NOUN	it_PRON	should_AUX	have_AUX	been_AUX
training	okay bit disappointing expected laughs Considering storyline lead actor Bill Murray lot funnier turned laugh REDACTED lost control semi speeding road weird angle appreciate supporting cast likable people look sampling names Matthew McConaughey Janeane Garofalo Linda Fiorentino Yecch McConaugheys role Tip Tucker downright annoying worst people movie charming moments overall recommended Disney flop	6	people_2	bit_1	laugh_VERB	such_ADJ	as_ADP	when_SCONJ	lost_VERB	control_NOUN	of_ADP	his_PRON
training	okay bit disappointing expected laughs Considering storyline lead actor Bill Murray lot funnier turned laugh Murray lost control semi speeding road weird angle appreciate supporting cast likable people look sampling names REDACTED Janeane Garofalo Linda Fiorentino Yecch McConaugheys role Tip Tucker downright annoying worst people movie charming moments overall recommended Disney flop	19	people_2	bit_1	sampling_NOUN	of_ADP	the_DET	names_NOUN	Janeane_PROPN	Garofalo_PROPN	and_CCONJ	Linda_PROPN
training	okay bit disappointing expected laughs Considering storyline lead actor Bill Murray lot funnier turned laugh Murray lost control semi speeding road weird angle appreciate supporting cast likable people look sampling names Matthew McConaughey REDACTED Linda Fiorentino Yecch McConaugheys role Tip Tucker downright annoying worst people movie charming moments overall recommended Disney flop	16	people_2	bit_1	the_DET	names_NOUN	Matthew_PROPN	McConaughey_PROPN	and_CCONJ	Linda_PROPN	Fiorentino_PROPN	Yecch_PROPN
training	okay bit disappointing expected laughs Considering storyline lead actor Bill Murray lot funnier turned laugh Murray lost control semi speeding road weird angle appreciate supporting cast likable people look sampling names Matthew McConaughey Janeane Garofalo REDACTED Yecch McConaugheys role Tip Tucker downright annoying worst people movie charming moments overall recommended Disney flop	16	people_2	bit_1	McConaughey_PROPN	Janeane_PROPN	Garofalo_PROPN	and_CCONJ	Yecch_PROPN	McConaugheys_PROPN	role_NOUN	in_ADP
training	okay bit disappointing expected laughs Considering storyline lead actor Bill Murray lot funnier turned laugh Murray lost control semi speeding road weird angle appreciate supporting cast likable people look sampling names Matthew McConaughey Janeane Garofalo Linda Fiorentino Yecch REDACTED role Tip Tucker downright annoying worst people movie charming moments overall recommended Disney flop	13	people_2	bit_1	and_CCONJ	Linda_PROPN	Fiorentino_PROPN	Yecch_PROPN	role_NOUN	in_ADV	here_ADV	as_SCONJ
training	dislike childrens movies tearjerker redeeming qualities REDACTED perfect voice Stuart rest talent wasted Hugh Laurie amazingly funny given chance movie s sugar coated sugar hardly appeal years age Toy Story Monsters Inc Shrek instead	8	sugar_2	childrens_1	with_ADP	few_ADJ	redeeming_VERB	qualities_NOUN	was_AUX	the_DET	perfect_ADJ	voice_NOUN
training	dislike childrens movies tearjerker redeeming qualities M J Fox perfect voice Stuart rest talent wasted REDACTED amazingly funny given chance movie s sugar coated sugar hardly appeal years age Toy Story Monsters Inc Shrek instead	11	sugar_2	childrens_1	the_DET	talent_NOUN	was_AUX	wasted_VERB	can_AUX	be_AUX	amazingly_ADV	funny_ADJ
training	Rock Star nice movie nice guys supposed nice nice Chris nice guy learns lesson life goes girlfriend Emily nice good movie despite niceness Maybe m angst X Gen music ways film caricature Rock Stars hard edged believable REDACTED acting good Jennifer Aniston played role uncomplicated nice girl rock concert seen Spinal Tap	15	movie_2	guys_1	enough_ADV	to_PART	be_AUX	believable_ADJ	acting_NOUN	is_AUX	quite_ADV	good_ADJ
training	Rock Star nice movie nice guys supposed nice nice Chris nice guy learns lesson life goes girlfriend Emily nice good movie despite niceness Maybe m angst X Gen music ways film caricature Rock Stars hard edged believable Mark Wahlbergs acting good REDACTED played role uncomplicated nice girl rock concert seen Spinal Tap	16	movie_2	guys_1	acting_VERB	is_AUX	quite_ADV	good_ADJ	played_VERB	her_PRON	role_NOUN	well_ADV
training	brilliant film great REDACTED characters unforgettable acting script camera work enhance overall greatness film Perversion art form Easily perfect	11	film_2	characters_1	film_NOUN	by_ADP	the_DET	great_ADJ	The_DET	characters_NOUN	are_AUX	unforgettable_ADJ
training	Bruce Almighty story Bruce Nolan average man feels God messing life God confronts Bruce error ways course giving Gods powers turn worse Bruce Almighty good comedy Jim Carrey good REDACTED rate right home God cast brings plot jokes target resort bit Carreys facial expressions liked fact movie actually portrayed God black man thought especially brilliant Freeman hilarious scenes opening cookie scene instance miss target slightly good film	14	man_2	target_2	is_AUX	good_ADJ	as_SCONJ	always_ADV	is_AUX	first_ADJ	rate_NOUN	and_CCONJ
training	Bruce Almighty story Bruce Nolan average man feels God messing life God confronts Bruce error ways course giving Gods powers turn worse Bruce Almighty good comedy Jim Carrey good Morgan Freeman rate right home God cast brings plot jokes target resort bit REDACTED facial expressions liked fact movie actually portrayed God black man thought especially brilliant Freeman hilarious scenes opening cookie scene instance miss target slightly good film	8	man_2	target_2	bit_NOUN	too_ADV	much_ADV	on_ADP	facial_ADJ	expressions_NOUN	I_PRON	liked_VERB
training	Bruce Almighty story Bruce Nolan average man feels God messing life God confronts Bruce error ways course giving Gods powers turn worse Bruce Almighty good comedy Jim Carrey good Morgan Freeman rate right home God cast brings plot jokes target resort bit Carreys facial expressions liked fact movie actually portrayed God black man thought especially brilliant REDACTED hilarious scenes opening cookie scene instance miss target slightly good film	7	man_2	target_2	especially_ADV	with_ADP	the_DET	brilliant_ADJ	There_PRON	are_VERB	some_DET	hilarious_ADJ
training	saw movie Lifetime Television network hearing good reviews seeing previews plot follows Gracie REDACTED year old girl deals trying brothers taken away foster homes drug addicted absent mother Rowena Anne Heche stunning performances Bell Heche daughter mother duo film real edge supporting cast including Diane Ladd television movie surpasses stereotypes typical movie week strongly recommend movie wants inspired true story set screen	12	movie_4	mother_2	The_DET	plot_NOUN	follows_VERB	Gracie_PROPN	a_DET	year_NOUN	old_ADJ	girl_NOUN
training	saw movie Lifetime Television network hearing good reviews seeing previews plot follows Gracie Kristen Bell year old girl deals trying brothers taken away foster homes drug addicted absent mother Rowena REDACTED stunning performances Bell Heche daughter mother duo film real edge supporting cast including Diane Ladd television movie surpasses stereotypes typical movie week strongly recommend movie wants inspired true story set screen	10	movie_4	mother_2	often_ADV	absent_ADJ	mother_NOUN	Rowena_PROPN	With_ADP	stunning_ADJ	performances_NOUN	from_ADP
training	saw movie Lifetime Television network hearing good reviews seeing previews plot follows Gracie Kristen Bell year old girl deals trying brothers taken away foster homes drug addicted absent mother Rowena Anne Heche stunning performances REDACTED Heche daughter mother duo film real edge supporting cast including Diane Ladd television movie surpasses stereotypes typical movie week strongly recommend movie wants inspired true story set screen	4	movie_4	mother_2	stunning_ADJ	performances_NOUN	from_ADP	both_PRON	and_CCONJ	Heche_PROPN	as_ADP	the_DET
training	saw movie Lifetime Television network hearing good reviews seeing previews plot follows Gracie Kristen Bell year old girl deals trying brothers taken away foster homes drug addicted absent mother Rowena Anne Heche stunning performances Bell REDACTED daughter mother duo film real edge supporting cast including Diane Ladd television movie surpasses stereotypes typical movie week strongly recommend movie wants inspired true story set screen	5	movie_4	mother_2	from_ADP	both_CCONJ	Bell_PROPN	and_CCONJ	as_ADP	the_DET	daughter_NOUN	and_CCONJ
training	saw movie Lifetime Television network hearing good reviews seeing previews plot follows Gracie Kristen Bell year old girl deals trying brothers taken away foster homes drug addicted absent mother Rowena Anne Heche stunning performances Bell Heche daughter mother duo film real edge supporting cast including REDACTED television movie surpasses stereotypes typical movie week strongly recommend movie wants inspired true story set screen	10	movie_4	mother_2	the_DET	supporting_VERB	cast_NOUN	including_VERB	this_DET	television_NOUN	movie_NOUN	surpasses_VERB
training	delightful film REDACTED wonderful job Mickey Rooney film makes feel happy inspirational parts bit overly sentimental easily forgiven watch movie race end exciting time Highly recommend film	16	film_3	job_1	is_AUX	a_DET	delightful_ADJ	film_NOUN	does_VERB	a_DET	wonderful_ADJ	job_NOUN
training	delightful film Elizabeth Taylor wonderful job REDACTED film makes feel happy inspirational parts bit overly sentimental easily forgiven watch movie race end exciting time Highly recommend film	13	film_3	job_1	wonderful_ADJ	job_NOUN	as_SCONJ	does_AUX	The_DET	film_NOUN	just_ADV	makes_VERB
training	Cleopatra funny entertaining seriously wanna fun s TV producers Xena quality guarantee Cleopatra different Xena female warriors formula brought future fight warriors gods dangerous robots dwell surface humans forced live underground seasons Cleopatra develop interesting funny underground world know main characters Cleopatra REDACTED Hel Gina Torres Sarge Victoria Pratt different team work main actresses appeared previously Xena like regular guest cast known faces Hercules shows specially liked character played Danielle Cormack Ephiny Xena different roles previously knew	12	warriors_2	fun_1	three_NUM	main_ADJ	characters_NOUN	Cleopatra_PROPN	Hel_PROPN	Gina_PROPN	Torres_PROPN	and_CCONJ
training	Cleopatra funny entertaining seriously wanna fun s TV producers Xena quality guarantee Cleopatra different Xena female warriors formula brought future fight warriors gods dangerous robots dwell surface humans forced live underground seasons Cleopatra develop interesting funny underground world know main characters Cleopatra Jennifer Sky Hel REDACTED Sarge Victoria Pratt different team work main actresses appeared previously Xena like regular guest cast known faces Hercules shows specially liked character played Danielle Cormack Ephiny Xena different roles previously knew	11	warriors_2	fun_1	Cleopatra_PROPN	Jennifer_PROPN	Sky_PROPN	Hel_PROPN	and_CCONJ	Sarge_PROPN	Victoria_PROPN	Pratt_PROPN
training	Cleopatra funny entertaining seriously wanna fun s TV producers Xena quality guarantee Cleopatra different Xena female warriors formula brought future fight warriors gods dangerous robots dwell surface humans forced live underground seasons Cleopatra develop interesting funny underground world know main characters Cleopatra Jennifer Sky Hel Gina Torres Sarge REDACTED different team work main actresses appeared previously Xena like regular guest cast known faces Hercules shows specially liked character played Danielle Cormack Ephiny Xena different roles previously knew	14	warriors_2	fun_1	Gina_PROPN	Torres_PROPN	and_CCONJ	Sarge_PROPN	They_PRON	all_PRON	are_AUX	different_ADJ
